inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C7H5Br3O2/c1-12-7-3(8)2-4(11)5(9)6(7)10/h2,11H,1H3",KNCRRNIJAODWBH-UHFFFAOYSA-N,COc1c(Br)cc(O)c(Br)c1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H11NO2S/c1-17-12-8-9(6-7-11(12)16)14-15-10-4-2-3-5-13(10)18-14/h2-8,16H,1H3",KRVBOHJNAFQFPW-UHFFFAOYSA-N,COc1cc(-c2nc3ccccc3s2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O3/c1-13-10(12)6-5-8-3-2-4-9(11)7-8/h2-7,11H,1H3",PKALKWFZXXGNJD-UHFFFAOYSA-N,COC(=O)C=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H18O5/c1-19-14-5-3-4-6-15(14)21-10-13(18)11-7-8-12(17)16(9-11)20-2/h3-9,13,17-18H,10H2,1-2H3",ZPIOAIZFZHCRJL-UHFFFAOYSA-N,COc1cc(C(O)COc2ccccc2OC)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9BrO2/c1-5-7(10)3-6(9)4-8(5)11-2/h3-4,10H,1-2H3",JNZNMTCFAOJQRU-UHFFFAOYSA-N,COc1cc(Br)cc(O)c1C,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H26O3/c1-12-9-13(15(14(18)10-12)20-11-19-5)17(4)8-6-7-16(17,2)3/h9-10,18H,6-8,11H2,1-5H3",XQOCUUXWVHLZHT-UHFFFAOYSA-N,COCOc1c(O)cc(C)cc1C1(C)CCCC1(C)C,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H14O2/c1-7(2)8-4-5-9(11)10(6-8)12-3/h4-7,11H,1-3H3",UTTAPTYWBUUIPU-UHFFFAOYSA-N,COc1cc(C(C)C)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H14O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h4-5,7,11-12H,2-3,6H2,1H3",MWOMNLDJNQWJMK-UHFFFAOYSA-N,COc1cc(CCCO)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H15NO4/c1-21-11-4-5-14-12(9-11)13(17(20)18-14)7-10-3-6-15(19)16(8-10)22-2/h3-9,19H,1-2H3,(H,18,20)",HJIUAKXVLWJZGX-UHFFFAOYSA-N,COc1ccc2c(c1)C(=Cc1ccc(O)c(OC)c1)C(=O)N2,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H13N3O2S/c1-20-13-8-10(6-7-12(13)19)9-16-18-15-17-11-4-2-3-5-14(11)21-15/h2-9,19H,1H3,(H,17,18)",YGYUCPKKRGUHKY-UHFFFAOYSA-N,COc1cc(C=NNc2nc3ccccc3s2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H16N2O4/c1-21-15-9-13(7-8-14(15)19)10-17-18-16(20)22-11-12-5-3-2-4-6-12/h2-10,19H,11H2,1H3,(H,18,20)",CNVGPKQGZMFERO-UHFFFAOYSA-N,COc1cc(C=NNC(=O)OCc2ccccc2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10O3/c1-10-6-3-4-7(9)8(5-6)11-2/h3-5,9H,1-2H3",MNVMYTVDDOXZLS-UHFFFAOYSA-N,COc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10O3/c1-10-6-3-4-7(9)8(5-6)11-2/h3-5,9H,1-2H3",MNVMYTVDDOXZLS-UHFFFAOYSA-N,COc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H20O4/c22-13-18-11-19(23)21(25-15-17-9-5-2-6-10-17)20(12-18)24-14-16-7-3-1-4-8-16/h1-12,22-23H,13-15H2",ZWFHSFBKIYWIHJ-UHFFFAOYSA-N,OCc1cc(O)c(OCc2ccccc2)c(OCc2ccccc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H14N4O2/c1-22-15-8-11(6-7-14(15)21)9-17-19-16-13-5-3-2-4-12(13)10-18-20-16/h2-10,21H,1H3,(H,19,20)",SVSHYXWTWBGQIP-UHFFFAOYSA-N,COc1cc(C=NNc2nncc3ccccc23)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H16O4/c1-9(13)16-7-3-4-10-5-6-11(14)12(8-10)15-2/h5-6,8,14H,3-4,7H2,1-2H3",HWPCWZNRZMBRPO-UHFFFAOYSA-N,COc1cc(CCCOC(C)=O)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H11NO3/c1-10-9(12)6-3-4-8(13-2)7(11)5-6/h3-5,11H,1-2H3,(H,10,12)",ACBJGYXUACIHCM-UHFFFAOYSA-N,CNC(=O)c1ccc(OC)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H15N3O3/c1-21-14-7-12-13(8-15(14)22-2)17-9-18-16(12)19-10-4-3-5-11(20)6-10/h3-9,20H,1-2H3,(H,17,18,19)",BNDYIYYKEIXHNK-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H16O2/c13-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1,3,5,7,10,12-14H,2,4,6,8H2",NOHHKJORECEPAY-UHFFFAOYSA-N,Oc1ccccc1C1CCCCC1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H16O6/c1-8(13)12-10(14)4-9(17-6-15-2)5-11(12)18-7-16-3/h4-5,14H,6-7H2,1-3H3",QRBAILXEWUGUQB-UHFFFAOYSA-N,COCOc1cc(O)c(C(C)=O)c(OCOC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H7NO/c9-5-4-7-2-1-3-8(10)6-7/h1-3,6,10H,4H2",IEOUEWOHAFNQCO-UHFFFAOYSA-N,N#CCc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H18N2O2S/c1-16(2)7-11-13(12(20)8-16)14(18-15(21)17-11)9-4-3-5-10(19)6-9/h3-6,14,19H,7-8H2,1-2H3,(H2,17,18,21)",RUOOPLOUUAYNPY-UHFFFAOYSA-N,CC1(C)CC(=O)C2=C(C1)N=C(S)NC2c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H19NO/c1-10-9-14-7-6-13(10,2)11-4-3-5-12(15)8-11/h3-5,8,10,14-15H,6-7,9H2,1-2H3",HXZDAOSDNCHKFE-UHFFFAOYSA-N,CC1CNCCC1(C)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C6H4BrFO/c7-6-4(8)2-1-3-5(6)9/h1-3,9H",LMFRSLRJXLATRL-UHFFFAOYSA-N,Oc1cccc(F)c1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H12O3/c1-2-13-10(12)7-8-4-3-5-9(11)6-8/h3-6,11H,2,7H2,1H3",NSQBADKMIYCCSC-UHFFFAOYSA-N,CCOC(=O)Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9BrO3/c1-11-7-3-5(9)6(10)4-8(7)12-2/h3-4,10H,1-2H3",YGMAGXHPUIGKFF-UHFFFAOYSA-N,COc1cc(O)c(Br)cc1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9BrO3/c1-11-7-3-5(9)6(10)4-8(7)12-2/h3-4,10H,1-2H3",YGMAGXHPUIGKFF-UHFFFAOYSA-N,COc1cc(O)c(Br)cc1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10O2/c1-6(9)7-3-2-4-8(10)5-7/h2-6,9-10H,1H3",COJRWHSKVYUZHQ-UHFFFAOYSA-N,CC(O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H5FO2/c8-6-2-1-3-7(10)5(6)4-9/h1-4,10H",FZIBGCDUHZBOLA-UHFFFAOYSA-N,O=Cc1c(O)cccc1F,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H4N2O/c9-4-6-1-7(5-10)3-8(11)2-6/h1-3,11H",CHASTCUDJNQBOZ-UHFFFAOYSA-N,N#Cc1cc(O)cc(C#N)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H7NO3/c11-6-8(10(13)14)4-7-2-1-3-9(12)5-7/h1-5,12H,(H,13,14)",HPLNTJVXWMJLNJ-UHFFFAOYSA-N,N#CC(=Cc1cccc(O)c1)C(=O)O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H7BrO3/c1-12-8(11)5-2-3-6(9)7(10)4-5/h2-4,10H,1H3",VYOFPLOREOHCDP-UHFFFAOYSA-N,COC(=O)c1ccc(Br)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H13NO2/c1-7-2-3-8(6-9(7)12)10-4-5-11/h2-3,6,10-12H,4-5H2,1H3",YGRFRBUGAPOJDU-UHFFFAOYSA-N,Cc1ccc(NCCO)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C6H6FNO/c7-4-1-2-5(8)6(9)3-4/h1-3,9H,8H2",IIDUNAVOCYMUFB-UHFFFAOYSA-N,Nc1ccc(F)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H5F3O2/c8-7(9,10)12-6-3-1-2-5(11)4-6/h1-4,11H",UWLJERQTLRORJN-UHFFFAOYSA-N,Oc1cccc(OC(F)(F)F)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H26O3/c1-2-3-4-5-6-7-10-17-13-15-18(16-14-17)24-21(23)19-11-8-9-12-20(19)22/h8-9,11-16,22H,2-7,10H2,1H3",VNFXPOAMRORRJJ-UHFFFAOYSA-N,CCCCCCCCc1ccc(OC(=O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H14N4O/c1-17(2)10-6-7-11(12(18)9-10)15-16-13-5-3-4-8-14-13/h3-9,18H,1-2H3",RBYWVGOQLYTZCK-UHFFFAOYSA-N,CN(C)c1ccc(N=Nc2ccccn2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10N2O2/c1-10(2)6-3-4-7(9-12)8(11)5-6/h3-5,11H,1-2H3",RXCPNLWXGCCTFR-UHFFFAOYSA-N,CN(C)c1ccc(N=O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H12O3/c16-11-5-3-4-10(8-11)15-9-13(17)12-6-1-2-7-14(12)18-15/h1-8,15-16H,9H2",JVSPTYZZNUXJHN-UHFFFAOYSA-N,O=C1CC(c2cccc(O)c2)Oc2ccccc21,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H8N2O2/c8-7(11)9-5-2-1-3-6(10)4-5/h1-4,10H,(H3,8,9,11)",IPRCBIWIPMJXIK-UHFFFAOYSA-N,N=C(O)Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H15NO2/c1-2-11-7-10(13)8-4-3-5-9(12)6-8/h3-6,10-13H,2,7H2,1H3",SQVIAVUSQAWMKL-UHFFFAOYSA-N,CCNCC(O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H23NO/c1-3-5-10-15(11-6-4-2)13-8-7-9-14(16)12-13/h7-9,12,16H,3-6,10-11H2,1-2H3",KHSTZMGCKHBFJX-UHFFFAOYSA-N,CCCCN(CCCC)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H13BrN4O/c1-18(2)10-4-5-11(12(19)7-10)16-17-13-6-3-9(14)8-15-13/h3-8,19H,1-2H3",LNIGBQNXJNNICD-UHFFFAOYSA-N,CN(C)c1ccc(N=Nc2ccc(Br)cn2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H10BrNO2/c14-9-5-7-10(8-6-9)15-13(17)11-3-1-2-4-12(11)16/h1-8,16H,(H,15,17)",DKQMTUHJJPFJRL-UHFFFAOYSA-N,O=C(Nc1ccc(Br)cc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H21NO2/c1-3-4-5-14-6-9-16(10-7-14)19-13-15-8-11-17(21-2)12-18(15)20/h6-13,20H,3-5H2,1-2H3",DFUYRNLWIOXVQP-UHFFFAOYSA-N,CCCCc1ccc(N=Cc2ccc(OC)cc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H11NO/c14-12-8-4-7-11(9-12)13-10-5-2-1-3-6-10/h1-9,13-14H",NDACNGSDAFKTGE-UHFFFAOYSA-N,Oc1cccc(Nc2ccccc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H14O4/c1-14-10-7-8(3-5-9(10)12)4-6-11(13)15-2/h3,5,7,12H,4,6H2,1-2H3",PDTCYIZPTRRYOT-UHFFFAOYSA-N,COC(=O)CCc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H7BrO2/c1-10-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",LTMSUXSPKZRMAB-UHFFFAOYSA-N,COc1ccc(O)c(Br)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H4BrNO/c8-6-2-1-5(4-9)7(10)3-6/h1-3,10H",PAHSHGVACWNGEY-UHFFFAOYSA-N,N#Cc1ccc(Br)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C6H4BrFO/c7-4-1-2-5(8)6(9)3-4/h1-3,9H",YPTHSYKJDRMAJY-UHFFFAOYSA-N,Oc1cc(Br)ccc1F,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H7FO3/c1-12-8(11)5-2-3-6(9)7(10)4-5/h2-4,10H,1H3",CUGWNEOTLGLGDG-UHFFFAOYSA-N,COC(=O)c1ccc(F)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H4BrF3O2/c8-5-2-1-4(3-6(5)12)13-7(9,10)11/h1-3,12H",RHRRKORKKIVAGJ-UHFFFAOYSA-N,Oc1cc(OC(F)(F)F)ccc1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H7FO2/c1-10-5-2-3-7(9)6(8)4-5/h2-4,9H,1H3",FCJHBXCQIOVMEM-UHFFFAOYSA-N,COc1ccc(O)c(F)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C6H6ClNO/c7-5-2-1-4(8)3-6(5)9/h1-3,9H,8H2",JSCNCRWPXOTDDZ-UHFFFAOYSA-N,Nc1ccc(Cl)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H16O/c1-4-11(2,3)9-7-5-6-8-10(9)12/h5-8,12H,4H2,1-3H3",BGRKGHSKCFAPCL-UHFFFAOYSA-N,CCC(C)(C)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H23NO2/c1-3-5-9-16(10-6-4-2)14-8-7-13(12-17)15(18)11-14/h7-8,11-12,18H,3-6,9-10H2,1-2H3",BWHGDPKOFVNGFQ-UHFFFAOYSA-N,CCCCN(CCCC)c1ccc(C=O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H12O2/c1-3-4-8-7-9(11)5-6-10(8)12-2/h3,5-7,11H,1,4H2,2H3",MSXGINIUVJNMLI-UHFFFAOYSA-N,C=CCc1cc(O)ccc1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H12O3/c1-6(10)9(12)7-3-2-4-8(11)5-7/h2-6,9-12H,1H3",FRXDKFQPTLRFRC-UHFFFAOYSA-N,CC(O)C(O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H12O3/c1-6-4-8(13-3)5-9(12)10(6)7(2)11/h4-5,12H,1-3H3",WJBBJTQRZGMBEM-UHFFFAOYSA-N,COc1cc(C)c(C(C)=O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9BrO2/c1-5-3-8(11-2)7(10)4-6(5)9/h3-4,10H,1-2H3",OSVCLUSXEQZGQS-UHFFFAOYSA-N,COc1cc(C)c(Br)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H22O/c1-11(2)6-5-7-13(4)14-9-8-12(3)10-15(14)16/h6,8-10,13,16H,5,7H2,1-4H3",BTXSROVNGICYFE-UHFFFAOYSA-N,CC(C)=CCCC(C)c1ccc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H20O4/c1-3-5-16-12-8-10(9-14)7-11(15)13(12)17-6-4-2/h7-8,14-15H,3-6,9H2,1-2H3",PXUFCKVMJRPQFT-UHFFFAOYSA-N,CCCOc1cc(CO)cc(O)c1OCCC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H11BrO2/c1-3-4-7-5-10(13-2)9(12)6-8(7)11/h3,5-6,12H,1,4H2,2H3",NJDATCGTRGFWFL-UHFFFAOYSA-N,C=CCc1cc(OC)c(O)cc1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H13BrO2/c1-3-4-7-5-10(13-2)9(12)6-8(7)11/h5-6,12H,3-4H2,1-2H3",IKSYYWYTTHLRKJ-UHFFFAOYSA-N,CCCc1cc(OC)c(O)cc1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H13BrO2/c1-7(11)5-8-3-4-9(12)10(6-8)13-2/h3-4,6-7,12H,5H2,1-2H3",ASBDXQOJFIDYBJ-UHFFFAOYSA-N,COc1cc(CC(C)Br)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
