inchi_rea,inchikey_rea,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,reference
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7722-84-1'],['7732-18-5'],['9003-99-0'],97.0,Structural modification of phenylpropanoid-derived compounds and the effects on their participation in redox processes
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],96.0,Chemoenzymic preparation of biphenyl compounds using laccase as a coupling catalyst.
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],96.0,Chemoenzymic preparation of biphenyl compounds using laccase as a coupling catalyst.
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",[],96.0,ADMET polymerization of bio-based biphenyl compounds
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",[],96.0,Renewable (semi)aromatic polyesters from symmetrical vanillin-based dimers
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7775-27-1'],['7732-18-5'],['7720-78-7'],95.0,Elucidating adsorption behavior of cellulase on lignin through isolated lignin and model compounds
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],95.0,Preparation of bifunctional biphenyl compounds and use as resin hardeners
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],95.0,Preparation of bifunctional biphenyl compounds and use as resin hardeners
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],95.0,"Biphenyl polyepoxide compounds, preparation and uses"
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],95.0,"Biphenyl polyepoxide compounds, preparation and uses"
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7720-78-7', '7727-21-1']",['7732-18-5'],[],95.0,A New Highly Selective Chromogenic and Fluorogenic Chemosensor for Copper (II)
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7775-27-1', '10124-49-9']",[],[],95.0,"5,5'-bis-vanillin derivatives as discriminating sensors for trivalent cations"
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7720-78-7', '7775-27-1']",['7732-18-5'],[],95.0,"Antioxidant potential of curcumin-related compounds studied by chemiluminescence kinetics, chain-breaking efficiencies, scavenging activity (ORAC) and DFT calculations"
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7720-78-7', '7775-27-1']",['7732-18-5'],[],95.0,Protective effects of equimolar mixtures of monomer and dimer of dehydrozingerone with α-tocopherol and/or ascorbyl palmitate during bulk lipid autoxidation
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7720-78-7', '7775-27-1']",['7732-18-5'],[],95.0,"Antiradical and antioxidant activities of new natural-like hydroxylated biphenyls of dehydrozingerone, zingerone and ferulic acid"
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7722-84-1'],['7732-18-5'],[],95.0,Vanillin based polymers: I. An electrochemical route to polyvanillin
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7722-84-1'],['7732-18-5'],['9003-99-0'],95.0,Vanillin-based polymers - part II: synthesis of Schiff base polymers of divanillin and their chelation with metal ions
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7720-78-7', '7775-27-1']",['7732-18-5'],[],95.0,"Development of novel antiatherogenic biaryls: design, synthesis, and reactivity"
"InChI=1S/C8H9NO3/c1-12-8-4-6(5-9-11)2-3-7(8)10/h2-5,10-11H,1H3",RJJVVYVLHWMYAA-UHFFFAOYSA-N,COc1cc(C=NO)ccc1O,COc1cc(C=NO)cc(-c2cc(C=NO)cc(OC)c2O)c1O,['7782-44-7'],"['64-17-5', '7732-18-5']",['80498-15-3'],97.0,Synthesis of nitrogenated lignin-derived compounds and reactivity with laccases. Study of their application in mild chemoenzymatic oxidative processes
"InChI=1S/C22H27NO5/c1-22(2,3)17-12-16(10-11-19(17)24)13-18(20(25)27-4)23-21(26)28-14-15-8-6-5-7-9-15/h5-12,18,24H,13-14H2,1-4H3,(H,23,26)",IQQXJQWQWXUKQX-UHFFFAOYSA-N,COC(=O)C(Cc1ccc(O)c(C(C)(C)C)c1)NC(=O)OCc1ccccc1,COC(=O)C(Cc1cc(-c2cc(CC(NC(=O)OCc3ccccc3)C(=O)OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1)NC(=O)OCc1ccccc1,['124-43-6'],['920-66-1'],['16456-81-8'],97.0,Process for making biaryl-bridged cyclic peptides
"InChI=1S/C22H27NO5/c1-22(2,3)17-12-16(10-11-19(17)24)13-18(20(25)27-4)23-21(26)28-14-15-8-6-5-7-9-15/h5-12,18,24H,13-14H2,1-4H3,(H,23,26)",IQQXJQWQWXUKQX-UHFFFAOYSA-N,COC(=O)C(Cc1ccc(O)c(C(C)(C)C)c1)NC(=O)OCc1ccccc1,COC(=O)C(Cc1cc(-c2cc(CC(NC(=O)OCc3ccccc3)C(=O)OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1)NC(=O)OCc1ccccc1,['124-43-6'],['920-66-1'],['16456-81-8'],97.0,Synthesis of biaryl-bridged cyclic peptides via catalytic oxidative cross-coupling reactions
"InChI=1S/C10H14O/c1-2-3-4-9-5-7-10(11)8-6-9/h5-8,11H,2-4H2,1H3",CYYZDBDROVLTJU-UHFFFAOYSA-N,CCCCc1ccc(O)cc1,CCCCc1ccc(O)c(-c2cc(CCCC)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",95.0,Manufacture of disubstituted bisphenols
"InChI=1S/C10H14O/c1-2-3-4-9-5-7-10(11)8-6-9/h5-8,11H,2-4H2,1H3",CYYZDBDROVLTJU-UHFFFAOYSA-N,CCCCc1ccc(O)cc1,CCCCc1ccc(O)c(-c2cc(CCCC)ccc2O)c1,"['108-91-8', '7447-39-4', '7647-01-0', '108-24-7', '7664-38-2', '497-19-8', '1310-73-2', '7664-93-9']","['67-56-1', '7732-18-5']",[],95.0,Method for purification of disubstituted bisphenols
"InChI=1S/C17H20O/c1-12-6-5-7-13(10-12)14-8-9-16(18)15(11-14)17(2,3)4/h5-11,18H,1-4H3",SHNFHFYHZCSNGT-UHFFFAOYSA-N,Cc1cccc(-c2ccc(O)c(C(C)(C)C)c2)c1,Cc1cccc(-c2cc(-c3cc(-c4cccc(C)c4)cc(C(C)(C)C)c3O)c(O)c(C(C)(C)C)c2)c1,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",95.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C24H26O/c1-23(2,18-11-7-5-8-12-18)20-15-16-22(25)21(17-20)24(3,4)19-13-9-6-10-14-19/h5-17,25H,1-4H3",FMUYQRFTLHAARI-UHFFFAOYSA-N,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,CC(C)(c1ccccc1)c1cc(-c2cc(C(C)(C)c3ccccc3)cc(C(C)(C)c3ccccc3)c2O)c(O)c(C(C)(C)c2ccccc2)c1,"['1310-58-3', '13746-66-2']","['67-56-1', '7732-18-5']",[],95.0,Bench-stable potassium complexes for living and isoselective ring-opening polymerization of rac-lactide
"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O,"['7720-78-7', '7775-27-1']",['7732-18-5'],[],95.0,An efficient and flexible synthesis of model lignin oligomers
"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O,[],['7732-18-5'],['80498-15-3'],94.0,Enzymic preparation of dehydrodiacetovanillone with laccase
"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O,['7775-27-1'],['7732-18-5'],['7720-78-7'],93.0,Toward the Photocatalytic Valorization of Lignin: Conversion of a Model Lignin Hexamer with Multiple Functionalities
"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],92.0,Chemoenzymic preparation of biphenyl compounds using laccase as a coupling catalyst.
"InChI=1S/C9H10O3/c1-6(10)7-3-4-8(11)9(5-7)12-2/h3-5,11H,1-2H3",DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)cc(-c2cc(C(C)=O)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],92.0,Chemoenzymic preparation of biphenyl compounds using laccase as a coupling catalyst.
"InChI=1S/C8H7NO2/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,10H,1H3",QJRWLNLUIAJTAD-UHFFFAOYSA-N,COc1cc(C#N)ccc1O,COc1cc(C#N)cc(-c2cc(C#N)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],95.0,Chemoenzymic preparation of biphenyl compounds using laccase as a coupling catalyst.
"InChI=1S/C8H7NO2/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,10H,1H3",QJRWLNLUIAJTAD-UHFFFAOYSA-N,COc1cc(C#N)ccc1O,COc1cc(C#N)cc(-c2cc(C#N)cc(OC)c2O)c1O,['7782-44-7'],"['67-64-1', '7732-18-5']",['80498-15-3'],95.0,Chemoenzymic preparation of biphenyl compounds using laccase as a coupling catalyst.
"InChI=1S/C9H10O4/c1-12-8-5-6(9(11)13-2)3-4-7(8)10/h3-5,10H,1-2H3",BVWTXUYLKBHMOX-UHFFFAOYSA-N,COC(=O)c1ccc(O)c(OC)c1,COC(=O)c1cc(OC)c(O)c(-c2cc(C(=O)OC)cc(OC)c2O)c1,"['7720-78-7', '7775-27-1']",['7732-18-5'],[],95.0,Method for producing low-molecular-weight compound from lignin
"InChI=1S/C13H11N3O/c1-9-6-7-13(17)12(8-9)16-14-10-4-2-3-5-11(10)15-16/h2-8,17H,1H3",MCPKSFINULVDNX-UHFFFAOYSA-N,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,Cc1cc(-c2cc(C)cc(-n3nc4ccccc4n3)c2O)c(O)c(-n2nc3ccccc3n2)c1,['7705-08-0'],"['75-09-2', '110-54-3', '7732-18-5']",[],95.0,Mono- and bis- benzotriazolyldihydroxybiaryl UV absorbers for plastics
"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1,"['144-55-8', '7558-79-4', '7722-84-1']",['7732-18-5'],['7758-89-6'],94.0,"Green production process for preparing biphenol from 2,4-disubstituted phenol"
"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3",KUFFULVDNCHOFZ-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1,['7775-27-1'],['7732-18-5'],['7720-78-7'],94.0,"Manufacture of 3,3',5,5'-tetramethyl-2,2'-biphenol"
"InChI=1S/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3",YQUQWHNMBPIWGK-UHFFFAOYSA-N,CC(C)c1ccc(O)cc1,CC(C)c1ccc(O)c(-c2cc(C(C)C)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",94.0,Manufacture of disubstituted bisphenols
"InChI=1S/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3",YQUQWHNMBPIWGK-UHFFFAOYSA-N,CC(C)c1ccc(O)cc1,CC(C)c1ccc(O)c(-c2cc(C(C)C)ccc2O)c1,"['108-91-8', '7447-39-4', '7647-01-0', '108-24-7', '7664-38-2', '497-19-8', '1310-73-2', '7664-93-9']","['67-56-1', '7732-18-5']",[],93.0,Method for purification of disubstituted bisphenols
"InChI=1S/C16H18O/c1-16(2,3)14-11-13(9-10-15(14)17)12-7-5-4-6-8-12/h4-11,17H,1-3H3",KXQMNHRMRRUCCA-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2ccccc2)ccc1O,CC(C)(C)c1cc(-c2ccccc2)cc(-c2cc(-c3ccccc3)cc(C(C)(C)C)c2O)c1O,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",94.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C16H17FO/c1-16(2,3)14-10-12(6-9-15(14)18)11-4-7-13(17)8-5-11/h4-10,18H,1-3H3",CFEXOJQZWPCJAY-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2ccc(F)cc2)ccc1O,CC(C)(C)c1cc(-c2ccc(F)cc2)cc(-c2cc(-c3ccc(F)cc3)cc(C(C)(C)C)c2O)c1O,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",94.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,CCc1ccc(O)c(-c2cc(CC)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",93.0,Manufacture of disubstituted bisphenols
"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,CCc1ccc(O)c(-c2cc(CC)ccc2O)c1,"['108-91-8', '7447-39-4', '7647-01-0', '108-24-7', '7664-38-2', '497-19-8', '1310-73-2', '7664-93-9']","['67-56-1', '7732-18-5']",[],93.0,Method for purification of disubstituted bisphenols
"InChI=1S/C8H10O2/c1-6-5-7(9)3-4-8(6)10-2/h3-5,9H,1-2H3",ILASIIGKRFKNQC-UHFFFAOYSA-N,COc1ccc(O)cc1C,COc1cc(-c2cc(OC)c(C)cc2O)c(O)cc1C,"['7446-70-0', '7705-08-0', '7647-01-0']","['75-52-5', '7732-18-5']",[],93.0,Towards the rational design of novel charge-transfer materials: biaryls with a dihedral angle-independent hole delocalization mechanism
"InChI=1S/C16H26O/c1-7-15(3,4)12-9-10-14(17)13(11-12)16(5,6)8-2/h9-11,17H,7-8H2,1-6H3",WMVJWKURWRGJCI-UHFFFAOYSA-N,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,CCC(C)(C)c1cc(-c2cc(C(C)(C)CC)cc(C(C)(C)CC)c2O)c(O)c(C(C)(C)CC)c1,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",93.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C17H17F3O/c1-16(2,3)14-10-12(6-9-15(14)21)11-4-7-13(8-5-11)17(18,19)20/h4-10,21H,1-3H3",LCLLCIOCDQHZOY-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2ccc(C(F)(F)F)cc2)ccc1O,CC(C)(C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(-c2cc(-c3ccc(C(F)(F)F)cc3)cc(C(C)(C)C)c2O)c1O,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",93.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C13H14O4/c1-8(14)11(9(2)15)6-10-4-5-12(16)13(7-10)17-3/h4-7,16H,1-3H3",XMAWAPAJKQHUHU-UHFFFAOYSA-N,COc1cc(C=C(C(C)=O)C(C)=O)ccc1O,COc1cc(C=C(C(C)=O)C(C)=O)cc(-c2cc(C=C(C(C)=O)C(C)=O)cc(OC)c2O)c1O,"['7782-44-7', '7647-01-0']","['67-68-5', '7732-18-5']",['80498-15-3'],93.0,Laccase-catalyzed oxidative phenolic coupling of vanillidene derivatives
"InChI=1S/C9H12O/c1-2-3-8-4-6-9(10)7-5-8/h4-7,10H,2-3H2,1H3",KLSLBUSXWBJMEC-UHFFFAOYSA-N,CCCc1ccc(O)cc1,CCCc1ccc(O)c(-c2cc(CCC)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",92.0,Manufacture of disubstituted bisphenols
"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2,4-7,10H,1,3H2",RGIBXDHONMXTLI-UHFFFAOYSA-N,C=CCc1ccc(O)cc1,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",92.0,Manufacture of disubstituted bisphenols
"InChI=1S/C9H10O/c1-2-3-8-4-6-9(10)7-5-8/h2,4-7,10H,1,3H2",RGIBXDHONMXTLI-UHFFFAOYSA-N,C=CCc1ccc(O)cc1,C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,"['108-91-8', '7447-39-4', '7647-01-0', '108-24-7', '7664-38-2', '497-19-8', '1310-73-2', '7664-93-9']","['67-56-1', '7732-18-5']",[],92.0,Method for purification of disubstituted bisphenols
"InChI=1S/C11H16O/c1-8-5-6-9(10(12)7-8)11(2,3)4/h5-7,12H,1-4H3",XOUQAVYLRNOXDO-UHFFFAOYSA-N,Cc1ccc(C(C)(C)C)c(O)c1,Cc1ccc(C(C)(C)C)c(O)c1-c1c(C)ccc(C(C)(C)C)c1O,[],[],['110-05-4'],92.0,Molybdenum Imido Alkylidene Metathesis Catalysts That Contain Electron-Withdrawing Biphenolates or Binaphtholates
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['314048-66-3', '7647-01-0']",['75-09-2'],[],91.0,Catalytic oxidation of hindered phenols by a copper(I) complex and dioxygen
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['1313-13-9'],['142-82-5'],[],91.0,"Oxidation by chemical manganese dioxide. Part 3. Oxidation of benzylic and allylic alcohols, hydroxyarenes and aminoarenes"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,[],['75-05-8'],['2366149-79-1'],90.0,"Structure, magnetism and reactivity of a {MnIII(μ-O)2MnIV}3+ core towards oxidation of phenols"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['2055047-91-9'],['108-88-3'],[],90.0,A New Domain of Reactivity for High-Valent Dinuclear [M(μ-O)2M'] Complexes in Oxidation Reactions
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['1515867-88-5'],['1665-00-5'],[],90.0,A High-Valent Heterobimetallic [CuIII(μ-O)2NiIII]2+ Core with Nucleophilic Oxo Groups
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['79-11-8', '1310-73-2', '7647-14-5', '7647-01-0']",['7732-18-5'],[],90.0,"Solid-phase oxidation of 2,4-di-tert-butylphenol and 3,6-di-tert-butylpyrocatechol in the presence of alkali and alkaline earth metal halides under elastic deformation"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['10294-64-1'],['121-44-8'],['116633-52-4'],90.0,Evidence for a higher oxidation state of manganese in the reaction of dinuclear manganese complexes with oxidants. Comparison with iron based Gif chemistry
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['10450-60-9'],['121-44-8'],['116633-52-4'],90.0,Evidence for a higher oxidation state of manganese in the reaction of dinuclear manganese complexes with oxidants. Comparison with iron based Gif chemistry
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['64-19-7', '431-03-8', '7782-44-7']",['7732-18-5'],[],88.0,Atmosphere- and Solvent-Controlled Coupling and Acetylation of Phenols Induced by Visible Light
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['64-19-7', '7782-44-7']",['7732-18-5'],['431-03-8'],88.0,Preparation of bisphenol compounds by oxidative coupling of substituted phenol catalyzed by butanedione
